iter	RMSE
491	0.003737013206
492	0.003726428978
493	0.003714931616
494	0.003705837417
495	0.003693825001
496	0.003685452911
497	0.003671298837
498	0.003667989018
499	0.003657648388
500	0.003642653373
501	0.003634465643
502	0.003618507142
503	0.003609164294
504	0.003603009948
505	0.003598258762
506	0.003596397491
507	0.00358743254
508	0.003583617484
509	0.00357905561
510	0.003566988708
511	0.003553408658
512	0.003543034705
513	0.003538310768
514	0.003531232345
515	0.003520645676
516	0.003513207438
517	0.003503069207
518	0.003492285594
519	0.003489548054
520	0.00348171344
521	0.00347795001
522	0.003472232246
523	0.003466075452
524	0.003461725466
525	0.003457214379
526	0.003451343251
527	0.003442061737
528	0.003434960413
529	0.003425154398
530	0.00341022269
531	0.003399040863
532	0.003394558002
533	0.003386987994
534	0.003379228524
535	0.003374308966
536	0.003366562592
537	0.00336366547
538	0.003356532581
539	0.003351879518
540	0.003345742171
541	0.003338629869
542	0.003330255706
543	0.00332436172
544	0.003319509946
545	0.003311415835
546	0.003302714771
547	0.003292691823
548	0.003284366698
549	0.003278769907
550	0.003267429636
551	0.003260750888
552	0.00325446463
553	0.00324597156
554	0.003235068419
555	0.00322817043
556	0.003225133794
557	0.003220264664
558	0.003211705747
559	0.003202035711
560	0.003195283663
561	0.003189802933
562	0.003182347816
563	0.003176314724
564	0.00316967238
565	0.003159649514
566	0.003150412258
567	0.003143213163
568	0.00313588644
569	0.003127635476
570	0.003119990221
571	0.003114129734
572	0.003110070809
573	0.003105416874
574	0.003096717123
575	0.003092614335
576	0.003088838672
577	0.003084509375
578	0.003080810563
579	0.003073883159
580	0.003068973102
581	0.003062994134
582	0.003054960058
583	0.00304869607
584	0.003042013821
585	0.003035389979
586	0.003028179604
587	0.003022257382
588	0.003012582005
589	0.003006200694
590	0.002995391323
591	0.002986424918
592	0.002981006658
593	0.002973521158
594	0.00296682983
595	0.002963096788
596	0.002954383265
597	0.002949019279
598	0.002945655783
599	0.002940752741
600	0.002931601628
601	0.00292620339
602	0.002919413189
603	0.002910905868
604	0.002906065274
605	0.00290194606
606	0.002896162882
607	0.002891725651
608	0.002887010978
609	0.002880412573
610	0.00287480926
611	0.00286990426
612	0.002865198477
613	0.002862299764
614	0.002858952332
615	0.002852537401
616	0.00284390259
617	0.002839625434
618	0.002835659495
619	0.002828745892
620	0.002824392918
621	0.002813793577
622	0.002806690284
623	0.002800340004
624	0.002796249311
625	0.002788796711
626	0.002783424869
627	0.002776896061
628	0.002772810375
629	0.002765316098
630	0.002760410951
631	0.002754552256
632	0.002750849414
633	0.002746541658
634	0.002739718353
635	0.002733766548
636	0.002726237105
637	0.00271872279
638	0.002710795216
639	0.002703185936
640	0.002700421997
641	0.00269971715
642	0.002697209537
643	0.002692943626
644	0.002688036176
645	0.002679963483
646	0.002674183202
647	0.002667513353
648	0.002663970206
649	0.002656121094
650	0.002652359728
651	0.002649610478
652	0.002643656783
653	0.002637044839
654	0.002634721119
655	0.002630334114
656	0.002625299425
657	0.002618480089
658	0.002613989529
659	0.002610738953
660	0.002609554807
661	0.002605499873
662	0.002601127337
663	0.002599235048
664	0.002590571615
665	0.002588817398
666	0.002583613174
667	0.002577624208
668	0.002575061195
669	0.002569866963
670	0.00256347187
671	0.002557191811
672	0.002551805301
673	0.002550086336
674	0.002546694036
675	0.002541686438
676	0.002537119002
677	0.002526614496
678	0.002521845428
679	0.002518765596
680	0.002515565139
681	0.002510613525
682	0.002507161461
683	0.002505772971
684	0.002496043639
685	0.002487573964
686	0.002483790254
687	0.00247933604
688	0.002476333368
689	0.002473180778
690	0.002468835586
691	0.002464217585
692	0.002460443564
693	0.002457118967
694	0.002452719195
695	0.002443417497
696	0.002437611627
697	0.002433138363
698	0.00242954385
699	0.002424052501
700	0.002419847969
701	0.0024156932
702	0.002411908158
703	0.002410019096
704	0.002407810275
705	0.002402821705
706	0.002394084383
707	0.002391770697
708	0.00238693197
709	0.002381553453
710	0.00237641787
711	0.002370925123
712	0.002367861544
713	0.002362295117
714	0.002355964596
715	0.002352160382
716	0.002348402478
717	0.002341412535
718	0.002338458998
719	0.002332465043
720	0.002328848218
721	0.0023231893
722	0.002318032362
723	0.002314392023
724	0.002311565665
725	0.002305710589
726	0.002302803651
727	0.002298542581
728	0.002297427008
729	0.002294414799
730	0.002289010813
731	0.002281927565
732	0.002277985995
733	0.002271935173
734	0.002268017741
735	0.002266925681
736	0.002263615903
737	0.002259557363
738	0.002253552705
739	0.002249385641
740	0.002245722702
741	0.002244370314
742	0.00223876139
743	0.002234360567
744	0.002231834132
745	0.002230824553
746	0.002227710697
747	0.002219820129
748	0.002219191946
749	0.002217141802
750	0.00221609336
751	0.002209482292
752	0.002202615598
753	0.002201948651
754	0.002198235405
755	0.002194520183
756	0.002194019207
757	0.002190123413
758	0.002184811427
759	0.002180303318
760	0.00217426767
761	0.002167921307
762	0.002166618701
763	0.002162413528
764	0.002160661785
765	0.002157770405
766	0.002154890544
767	0.00215123878
768	0.00214685242
769	0.002143094019
770	0.002138532416
771	0.00213623308
772	0.002133822078
773	0.002130657268
774	0.002128439338
775	0.002124557542
776	0.0021204777
777	0.002116915701
778	0.002111922694
779	0.002105678321
780	0.002104250562
781	0.00210082923
782	0.00209949223
783	0.002097017792
784	0.002093422231
785	0.002087057389
786	0.00208253336
787	0.002078941936
788	0.002078252021
789	0.002077459737
790	0.002072645472
791	0.002069002632
792	0.00206661898
793	0.002065626803
794	0.002064285359
795	0.002061974624
796	0.002060488091
797	0.002057259924
798	0.002052357409
799	0.002049484282
