iter	RMSE
0	0.09794738761
1	0.09576439073
2	0.09351806154
3	0.09129422877
4	0.08907523973
5	0.08701260568
6	0.08515064862
7	0.08323674251
8	0.08116590981
9	0.07938128033
10	0.07777000319
11	0.07603420694
12	0.07435720819
13	0.07267649166
14	0.07109793865
15	0.06953427131
16	0.06804713438
17	0.06646861919
18	0.06496649718
19	0.06348093249
20	0.0620395817
21	0.06068543425
22	0.05942081169
23	0.05818328501
24	0.05688946682
25	0.05557440658
26	0.05439865703
27	0.05319196245
28	0.05197249163
29	0.05090786789
30	0.04980984523
31	0.04877259185
32	0.04772141153
33	0.04671099496
34	0.04577554558
35	0.04481671014
36	0.0439181503
37	0.0430452764
38	0.04216843703
39	0.0413146128
40	0.0404885128
41	0.03962608686
42	0.03881820994
43	0.0380647668
44	0.03731218957
45	0.03652677256
46	0.03587014236
47	0.03518652398
48	0.0345254449
49	0.03389248093
50	0.0332510603
51	0.03264397178
52	0.03210318781
53	0.03147136526
54	0.03090279472
55	0.03043060253
56	0.02990846638
57	0.02931275534
58	0.02874297577
59	0.02826259413
60	0.02776732249
61	0.02733775189
62	0.02688238479
63	0.02646028572
64	0.02601313295
65	0.02555183448
66	0.02512028065
67	0.02470595015
68	0.02426673691
69	0.02385203834
70	0.02348749895
71	0.02309624573
72	0.02271926775
73	0.02240175536
74	0.02206847181
75	0.02176725243
76	0.02146438894
77	0.02115527861
78	0.02083577066
79	0.0205048139
80	0.02017913135
81	0.01988605421
82	0.01955078371
83	0.01930006502
84	0.01900164713
85	0.01873463284
86	0.01847656424
87	0.01824642475
88	0.01796791576
89	0.01772578712
90	0.01750444198
91	0.01727497835
92	0.01705133769
93	0.01680386678
94	0.01660421433
95	0.01639390561
96	0.01618346172
97	0.01597041124
98	0.01577787674
99	0.01561000045
100	0.01544798812
101	0.01525910437
102	0.01507821011
103	0.0149150365
104	0.01473501227
105	0.0145843311
106	0.01441846734
107	0.01428021878
108	0.01415219009
109	0.01401648932
110	0.01388356719
111	0.01374307445
112	0.01359918638
113	0.0134701595
114	0.01334261192
115	0.01323689543
116	0.0131236016
117	0.01301380397
118	0.01289659035
119	0.01276452585
120	0.01264684323
121	0.01255371666
122	0.01244953351
123	0.01235915883
124	0.01226476242
125	0.0121602764
126	0.01205275212
127	0.01196479971
128	0.01187829546
129	0.01179055075
130	0.01169930836
131	0.01159083697
132	0.01151646013
133	0.01142313129
134	0.01134726455
135	0.01129477605
136	0.01121832475
137	0.01115458447
138	0.01107685061
139	0.01099430862
140	0.01092560915
141	0.01086656248
142	0.01078521552
143	0.01071399406
144	0.01065216645
145	0.01059085875
146	0.01052887632
147	0.0104624866
148	0.01038716241
149	0.01032324516
150	0.0102535482
151	0.01019289057
152	0.01012524838
153	0.01007629408
154	0.01002441676
155	0.009971881657
156	0.009919381302
157	0.009865922251
158	0.009809491667
159	0.00975041291
160	0.009674774454
161	0.009615500047
162	0.009551246332
163	0.009505943009
164	0.009439014289
165	0.009396695611
166	0.00934736399
167	0.009312273345
168	0.009258460327
169	0.009223230599
170	0.009178981327
171	0.0091494522
172	0.009096002644
173	0.009037795862
174	0.009004787893
175	0.00895097482
176	0.008926642615
177	0.008890494094
178	0.008854129046
179	0.008817665891
180	0.00877937229
181	0.008740472424
182	0.008684398722
183	0.008654844254
184	0.00862228246
185	0.008595571391
186	0.008558836093
187	0.008519708187
188	0.00848345724
189	0.008450745033
190	0.008410532557
191	0.00838205739
192	0.008357912121
193	0.008321819255
194	0.008288809966
195	0.008263771623
196	0.008224558887
197	0.008207953003
198	0.008182768116
199	0.008152498918
200	0.008129278522
201	0.008097324181
202	0.008073209353
203	0.008061596098
204	0.008022981236
205	0.008001367024
206	0.007968879137
207	0.007936520431
208	0.007920751127
209	0.007888115628
210	0.007859416886
211	0.007838894892
212	0.007809781239
213	0.007785199589
214	0.00777274716
215	0.007742988347
216	0.007715057649
217	0.007691549712
218	0.007680498913
219	0.00766085238
220	0.007644795281
221	0.007626692719
222	0.007595042013
223	0.007559828764
224	0.007544873825
225	0.007524151031
226	0.007498383533
227	0.007495038259
228	0.007472019033
229	0.007428867429
230	0.007423189016
231	0.007403186887
232	0.007388753462
233	0.007365874019
234	0.007348690333
235	0.007329275049
236	0.007309771758
237	0.007303106182
238	0.007292179857
239	0.007281980208
240	0.007264311272
241	0.007253609731
242	0.007224667487
243	0.007209940874
244	0.007202727579
245	0.007182441971
246	0.007175016693
247	0.007143655505
248	0.007130259048
249	0.007102719951
250	0.007079588222
251	0.007058920934
252	0.007033746175
253	0.007011661911
254	0.00698243542
255	0.00697733712
256	0.006954172774
257	0.00693585461
258	0.006919215895
259	0.006906370659
260	0.006893766215
261	0.006862815943
262	0.006854614634
263	0.006826569879
264	0.006802382306
265	0.006766118485
266	0.006751890486
267	0.006725651726
268	0.006700395328
269	0.006676138656
270	0.00665344613
271	0.006646353791
272	0.006629649077
273	0.006614096473
274	0.006597646137
275	0.006575539125
276	0.006561457108
277	0.006544121991
278	0.006524432694
279	0.00650382187
280	0.00648738252
281	0.006474891424
282	0.006470690286
283	0.006457933724
284	0.006418976799
285	0.006402832379
286	0.00637763537
287	0.006346321424
288	0.006320943054
289	0.006308807613
290	0.006289468605
291	0.006268857355
292	0.006251394666
293	0.006237136854
294	0.006231297522
295	0.006216957836
296	0.006207612363
297	0.006202684924
298	0.006187928549
299	0.006184322748
300	0.006175487
301	0.006155565605
302	0.006145598083
303	0.006130877543
304	0.006126861847
305	0.00610387384
306	0.006099927534
307	0.006081698562
308	0.006072379277
309	0.006048400875
310	0.006044083948
311	0.006040808865
312	0.006013285319
313	0.005991292251
314	0.005976652949
315	0.005967643701
316	0.005961245041
317	0.005949847179
318	0.005928207658
319	0.005913626877
320	0.005910890968
321	0.005888017604
322	0.005873890757
323	0.00586405435
324	0.005842049339
325	0.005840734904
326	0.005821266125
327	0.005794814233
328	0.00577665221
329	0.005755535974
330	0.005750738279
331	0.005739303845
332	0.005714290903
333	0.005706779382
334	0.005692202345
335	0.005661926392
336	0.005634876633
337	0.005616988272
338	0.005604458145
339	0.005575640299
340	0.005557776591
341	0.005525634841
342	0.005513081959
343	0.005503000719
344	0.005486211062
345	0.005456192821
346	0.005441690988
347	0.005430249662
348	0.00540013265
349	0.005397167929
350	0.005385682923
351	0.005371143656
352	0.005344811473
353	0.005330955076
354	0.005328851744
355	0.005305002285
356	0.005278767801
357	0.005263695929
358	0.005250343058
359	0.005241455949
360	0.005216683185
361	0.005195851947
362	0.005167035175
363	0.005165368091
364	0.005136168274
365	0.005119209208
366	0.005109905873
367	0.005089000346
368	0.005071040895
369	0.005059884561
370	0.005048834656
371	0.005033641878
372	0.005022468195
373	0.004998115019
374	0.004969631469
375	0.004960527016
376	0.004941207979
377	0.004927989103
378	0.004902601264
379	0.004899948425
380	0.004880687243
381	0.004875159771
382	0.004866151176
383	0.004853844304
384	0.004835509793
385	0.00481373584
386	0.00479518911
387	0.00477406643
388	0.004757058842
389	0.004744519102
390	0.004743449098
391	0.004721582169
392	0.004715658668
393	0.004708549432
394	0.004697264246
395	0.004691793708
396	0.004690727496
397	0.004668596304
398	0.00466599849
399	0.004664622949
400	0.004650218391
401	0.004644900081
402	0.004632759868
403	0.004612777076
404	0.004602576725
405	0.004594701932
406	0.004589646178
407	0.004584114019
408	0.004583035032
409	0.004580877979
410	0.004579533189
411	0.004571209533
412	0.00456072412
413	0.004554981895
414	0.004532981845
415	0.004519357315
416	0.004513243257
417	0.004502657095
418	0.004488211567
419	0.0044757392
420	0.004459835097
421	0.004452736212
422	0.004446157932
423	0.004430603986
424	0.004425932428
425	0.004422453096
426	0.004410874209
427	0.004401424142
428	0.004399514529
429	0.004392458414
430	0.004377608433
431	0.004360438082
432	0.004347017586
433	0.004342674416
434	0.004332238337
435	0.00432225503
436	0.004307785405
437	0.004297326564
438	0.00427997485
439	0.004271811523
440	0.004254565833
441	0.004240581585
442	0.004232080202
443	0.004224133885
444	0.004204548615
445	0.004195144983
446	0.004181788055
447	0.004173098507
448	0.004167400973
449	0.004149425773
450	0.004133846407
451	0.004125448051
452	0.004110237695
453	0.004103007794
454	0.004093205309
455	0.004085360195
456	0.004071976916
457	0.004063282701
458	0.004053384369
459	0.004044166765
460	0.004033146234
461	0.004026637079
462	0.004014554488
463	0.004007370257
464	0.003998675557
465	0.003984727363
466	0.003976343914
467	0.003964515076
468	0.003952672366
469	0.003943151242
470	0.003936400715
471	0.003930090171
472	0.003914400008
473	0.003901217793
474	0.003897046243
475	0.003882511896
476	0.003872376804
477	0.003859735188
478	0.003848743437
479	0.003841867316
480	0.003826760137
481	0.003820260608
482	0.00381365468
483	0.00380411884
484	0.003794740892
485	0.003784664447
486	0.003781565224
487	0.003765148598
488	0.003761912041
489	0.00375548183
490	0.003744821309
